Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,182,4,Female,47,2,2,Sales Executive,3,Married,5902.0,14590,4,No,14,3,3,1,10.0,1,4,15.0,11,5,9,100138
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,183,1,Male,41,2,2,Sales Executive,3,Married,8639.0,24835,2,No,18,3,4,0,6.0,3,3,2.0,2,2,2,100139
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,184,3,Male,48,3,2,Human Resources,4,Married,16790.5,13982,0,Yes,19,3,4,0,12.0,2,1,11.0,9,4,7,100140
32,Yes,Travel_Rarely,1033,Research and Development,9,3,Medical,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200.0,10224,7,No,22,4,1,0,10.0,2,4,5.0,4,0,4,100141
45,No,Travel_Rarely,1316,Research and Development,29,3,Medical,192,3,Male,83,3,1,Research Scientist,4,Single,3452.0,9752,5,No,13,3,2,0,9.0,2,2,6.0,5,0,3,100142
38,No,Travel_Rarely,364,Research and Development,3,5,Technical Degree,193,4,Female,32,3,2,Research Scientist,3,Single,4317.0,2302,3,Yes,20,4,2,0,19.0,2,3,3.0,2,2,2,100143
30,No,Travel_Rarely,438,Research and Development,18,3,Life Sciences,194,1,Female,75,3,1,Research Scientist,3,Single,2632.0,23910,1,No,14,3,3,0,5.0,4,2,5.0,4,0,4,100144
32,No,Travel_Frequently,689,Sales,9,2,Medical,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668.0,22812,0,No,17,3,4,3,9.0,2,4,8.0,7,0,7,100145
36,No,Travel_Rarely,201,Research and Development,5,3,Technical Degree,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204.0,10415,5,No,14,3,4,1,8.0,3,3,3.0,2,2,2,100146
30,No,Travel_Rarely,1427,Research and Development,2,1,Medical,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720.0,11162,0,No,13,3,4,0,6.0,3,3,5.0,3,1,2,100147
41,No,Travel_Frequently,857,Research and Development,10,3,Life Sciences,199,4,Male,91,2,4,Manager,1,Divorced,16790.5,12888,4,No,13,3,2,1,21.0,2,2,7.0,6,7,7,100148
41,No,Travel_Rarely,933,Research and Development,9,4,Life Sciences,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238.0,6961,2,No,21,4,4,1,7.0,2,3,5.0,0,1,4,100149
19,No,Travel_Rarely,1181,Research and Development,3,1,Medical,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483.0,16102,1,No,14,3,4,0,1.0,3,3,1.0,0,0,0,100150
40,No,Travel_Frequently,1395,Research and Development,26,3,Medical,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605.0,8504,1,No,11,3,1,1,10.0,2,3,20.0,7,2,13,100151
35,No,Travel_Rarely,662,Sales,1,5,Marketing,204,3,Male,94,3,3,Sales Executive,2,Married,7295.0,11439,1,No,13,3,1,2,10.0,3,3,10.0,8,0,6,100152
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,205,2,Male,34,3,2,Sales Representative,3,Married,4945.5,16047,2,Yes,20,4,4,1,13.0,3,1,7.0,7,4,5,100153
45,No,Travel_Rarely,194,Research and Development,9,3,Life Sciences,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348.0,10901,8,No,18,3,3,1,20.0,2,1,17.0,9,0,15,100154
32,No,Travel_Frequently,967,Sales,8,3,Marketing,207,2,Female,43,3,3,Sales Executive,4,Single,8998.0,15589,1,No,14,3,4,0,9.0,2,3,9.0,8,3,7,100155
29,No,Non-Travel,1496,Research and Development,1,1,Technical Degree,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319.0,26283,1,No,13,3,1,1,10.0,1,3,10.0,7,0,9,100156
51,No,Travel_Rarely,1169,Research and Development,7,4,Medical,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132.0,13983,2,No,17,3,3,0,10.0,2,3,1.0,0,0,0,100157
58,No,Travel_Rarely,1145,Research and Development,9,3,Medical,214,2,Female,75,2,1,Research Scientist,2,Married,3346.0,11873,4,Yes,20,4,2,1,9.0,3,2,1.0,0,0,0,100158
40,No,Travel_Rarely,630,Sales,4,4,Marketing,215,3,Male,67,2,3,Sales Executive,4,Married,10855.0,8552,7,No,11,3,1,1,15.0,2,2,12.0,11,2,11,100159
34,No,Travel_Frequently,303,Sales,2,4,Marketing,216,3,Female,75,3,1,Sales Representative,3,Married,2231.0,11314,6,No,18,3,4,1,6.0,3,3,4.0,3,1,2,100160
36,No,Travel_Rarely,1256,Research and Development,19,1,Medical,217,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1,No,24,4,1,2,2.0,6,3,2.0,2,2,2,100161
27,No,Non-Travel,691,Research and Development,9,3,Medical,218,4,Male,57,3,1,Research Scientist,2,Divorced,4945.5,5970,6,No,18,3,4,1,6.0,1,1,2.0,2,2,2,100162
28,No,Travel_Rarely,440,Research and Development,21,3,Medical,221,3,Male,42,3,1,Research Scientist,4,Married,2713.0,6672,1,No,11,3,3,1,5.0,2,1,5.0,2,0,2,100163
57,No,Travel_Rarely,334,Research and Development,24,2,Life Sciences,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439.0,23402,3,Yes,16,3,2,1,12.0,2,1,5.0,3,1,4,100164
27,No,Non-Travel,1450,Research and Development,3,3,Medical,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566.0,25326,1,Yes,15,3,4,1,1.0,2,2,1.0,1,0,1,100165
50,No,Travel_Rarely,1452,Research and Development,11,3,Life Sciences,226,3,Female,53,3,5,Manager,2,Single,16790.5,17053,3,No,15,3,2,0,21.0,5,3,5.0,4,4,4,100166
41,No,Travel_Rarely,465,Research and Development,14,3,Life Sciences,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451.0,4609,4,No,12,3,1,1,13.0,2,3,9.0,8,1,8,100167
36,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,228,2,Female,41,3,3,Sales Executive,4,Married,9419.0,8053,2,No,12,3,3,1,12.0,2,3,10.0,9,7,4,100168
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,230,1,Female,59,2,2,Sales Executive,4,Single,8686.0,12930,4,No,22,4,3,0,12.0,2,4,8.0,3,0,7,100169
36,No,Travel_Rarely,120,Research and Development,6,5,Life Sciences,231,3,Male,43,3,1,Research Scientist,3,Single,3038.0,12430,3,No,20,4,1,0,8.0,2,3,5.0,4,1,4,100170
27,No,Travel_Rarely,1157,Research and Development,17,3,Technical Degree,233,3,Male,51,3,1,Research Scientist,2,Married,3058.0,13364,0,Yes,16,3,4,1,6.0,3,2,5.0,2,1,1,100171
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,235,3,Female,100,1,1,Sales Representative,1,Single,2325.0,20989,0,No,21,4,1,0,1.0,5,4,0.0,0,0,0,100172
36,No,Travel_Frequently,1480,Research and Development,3,2,Medical,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088.0,15062,4,No,12,3,3,0,13.0,3,2,8.0,7,7,2,100173
30,No,Non-Travel,111,Research and Development,9,3,Medical,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072.0,11012,1,No,11,3,3,2,12.0,4,3,12.0,9,6,10,100174
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,240,3,Female,30,3,2,Sales Executive,1,Divorced,4945.5,6319,4,Yes,11,3,1,1,9.0,3,4,5.0,4,0,3,100175
56,No,Travel_Rarely,713,Research and Development,8,3,Life Sciences,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257.0,13939,4,Yes,18,3,3,1,19.0,3,3,2.0,2,2,2,100176
33,No,Travel_Rarely,134,Research and Development,2,3,Life Sciences,242,3,Male,90,3,1,Research Scientist,4,Single,2500.0,10515,0,No,14,3,1,0,4.0,2,4,3.0,1,0,2,100177
19,Yes,Travel_Rarely,303,Research and Development,2,3,Life Sciences,243,2,Male,47,2,1,nan,4,Single,1102.0,9241,1,No,22,4,3,0,1.0,3,2,1.0,0,1,0,100178
46,No,Travel_Rarely,526,Sales,1,2,Marketing,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453.0,2137,1,No,25,4,3,3,24.0,2,3,24.0,13,15,7,100179
38,No,Travel_Rarely,1380,Research and Development,32,2,Life Sciences,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288.0,6319,1,No,12,3,3,0,2.0,3,3,2.0,2,2,1,100180
31,No,Travel_Rarely,140,Research and Development,12,1,Medical,246,3,Female,95,3,1,Research Scientist,4,Married,3929.0,6984,8,Yes,23,4,3,1,7.0,0,3,4.0,2,0,2,100181
34,No,Travel_Rarely,629,Research and Development,27,2,Medical,247,4,Female,95,3,1,Research Scientist,2,Single,2311.0,5711,2,No,15,3,4,0,9.0,3,3,3.0,2,1,2,100182
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,248,2,Female,70,3,1,Sales Representative,2,Single,3140.0,21728,1,Yes,22,4,4,0,4.0,5,2,4.0,3,0,2,100183
50,No,Travel_Rarely,328,Research and Development,1,3,Medical,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690.0,3425,2,No,15,3,4,1,5.0,2,2,3.0,2,0,2,100184
53,No,Travel_Rarely,1084,Research and Development,13,2,Medical,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450.0,26250,1,No,11,3,3,2,5.0,3,3,4.0,2,1,3,100185
33,No,Travel_Rarely,931,Research and Development,14,3,Medical,252,4,Female,72,3,1,Research Scientist,2,Married,2756.0,4673,1,No,13,3,4,1,8.0,5,3,8.0,7,1,6,100186
40,No,Travel_Rarely,989,Research and Development,4,1,Medical,253,4,Female,46,3,5,Manager,3,Married,16790.5,6499,1,No,14,3,2,1,21.0,2,3,20.0,8,9,9,100187
55,No,Travel_Rarely,692,Research and Development,14,4,Medical,254,3,Male,61,4,5,Research Director,2,Single,16790.5,13339,8,No,11,3,4,0,36.0,3,3,24.0,15,2,15,100188
34,No,Travel_Frequently,1069,Research and Development,2,1,Life Sciences,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547.0,14074,1,No,17,3,3,0,10.0,2,2,10.0,9,1,9,100189
51,No,Travel_Rarely,313,Research and Development,3,3,Medical,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734.0,7192,3,No,18,3,3,0,10.0,6,3,7.0,7,1,0,100190
52,No,Travel_Rarely,699,Research and Development,1,4,Life Sciences,259,3,Male,65,2,5,Manager,3,Married,16790.5,5678,0,No,14,3,1,1,34.0,5,3,33.0,18,11,9,100191
27,No,Travel_Rarely,894,Research and Development,9,3,Medical,260,4,Female,99,3,1,Research Scientist,2,Single,2279.0,11781,1,No,16,3,4,0,7.0,2,2,7.0,7,0,3,100192
35,Yes,Travel_Rarely,556,Research and Development,23,2,Life Sciences,261,2,Male,50,2,2,Manufacturing Director,3,Married,4945.5,15497,3,Yes,13,3,1,0,8.0,1,3,1.0,0,0,1,100193
43,No,Non-Travel,1344,Research and Development,7,3,Medical,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089.0,5228,4,No,14,3,4,3,7.0,3,4,5.0,4,2,2,100194
45,No,Non-Travel,1195,Research and Development,2,2,Medical,264,1,Male,65,2,4,Manager,4,Married,16790.5,20462,9,No,23,4,4,1,22.0,1,3,20.0,8,11,8,100195
37,No,Travel_Rarely,290,Research and Development,21,3,Life Sciences,267,2,Male,65,4,1,Research Scientist,1,Married,3564.0,22977,1,Yes,12,3,1,1,8.0,3,2,8.0,7,1,7,100196
35,No,Travel_Frequently,138,Research and Development,2,3,Medical,269,2,Female,37,3,2,Laboratory Technician,2,Single,4945.5,15986,5,No,11,3,4,0,10.0,5,3,6.0,2,1,2,100197
42,No,Non-Travel,926,Research and Development,21,2,Medical,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265.0,16439,2,No,16,3,2,1,11.0,5,3,5.0,3,0,2,100198
38,No,Travel_Rarely,1261,Research and Development,2,4,Life Sciences,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553.0,7259,9,No,14,3,2,0,14.0,3,3,1.0,0,0,0,100199
38,No,Travel_Rarely,1084,Research and Development,29,3,Technical Degree,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261.0,4185,3,No,18,3,1,1,9.0,3,1,7.0,7,1,7,100200
27,No,Travel_Frequently,472,Research and Development,1,1,Technical Degree,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298.0,9679,5,No,19,3,3,1,6.0,1,3,2.0,2,2,0,100201
49,No,Non-Travel,1002,Research and Development,18,4,Life Sciences,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1,Yes,15,3,1,2,7.0,0,3,7.0,7,1,7,100202
34,No,Travel_Frequently,878,Research and Development,10,4,Medical,277,4,Male,43,3,1,Research Scientist,3,Divorced,3815.0,5972,1,Yes,17,3,4,1,5.0,4,4,5.0,3,2,0,100203
40,No,Travel_Rarely,905,Research and Development,19,2,Medical,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741.0,16523,8,Yes,15,3,3,1,15.0,2,4,7.0,2,3,7,100204
38,Yes,Travel_Rarely,1180,Research and Development,29,1,Medical,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673.0,11354,7,Yes,19,3,2,0,17.0,2,3,1.0,0,0,0,100205
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,283,2,Female,35,3,3,Sales Executive,4,Married,7639.0,24525,1,No,22,4,4,3,10.0,3,2,10.0,4,1,9,100206
22,No,Travel_Rarely,1136,Research and Development,5,3,Life Sciences,284,4,Male,60,4,1,Research Scientist,2,Divorced,2328.0,12392,1,Yes,16,3,1,1,4.0,2,2,4.0,2,2,2,100207
36,No,Travel_Frequently,635,Research and Development,18,1,Medical,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153.0,7703,1,No,13,3,1,0,8.0,2,3,8.0,1,1,7,100208
40,No,Non-Travel,1151,Research and Development,9,5,Life Sciences,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876.0,14242,9,No,14,3,4,1,5.0,5,1,3.0,2,0,2,100209
46,No,Travel_Rarely,644,Research and Development,1,4,Medical,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396.0,12368,7,No,16,3,3,1,17.0,3,3,4.0,2,0,3,100210
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,291,4,Male,32,1,3,Sales Executive,4,Married,10400.0,25812,1,No,11,3,3,0,14.0,2,2,14.0,8,9,8,100211
30,No,Non-Travel,829,Research and Development,1,1,Life Sciences,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474.0,20925,1,No,22,4,3,0,12.0,2,3,11.0,8,5,8,100212
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,293,4,Female,90,3,2,Sales Executive,3,Single,9981.0,12916,1,No,14,3,4,0,7.0,2,3,7.0,7,0,7,100213
51,No,Travel_Rarely,1469,Research and Development,8,4,Life Sciences,296,2,Male,81,2,3,Research Director,2,Married,12490.0,15736,5,No,16,3,4,2,16.0,5,1,10.0,9,4,7,100214
30,Yes,Travel_Rarely,1005,Research and Development,3,3,Technical Degree,297,4,Female,88,3,1,Research Scientist,1,Single,2657.0,8556,5,Yes,11,3,3,0,8.0,5,3,5.0,2,0,4,100215
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,298,4,Female,75,3,3,Manager,4,Single,13591.0,14674,3,Yes,18,3,3,0,16.0,3,3,1.0,0,0,0,100216
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,299,3,Female,52,2,2,Sales Executive,1,Single,4945.5,22967,5,No,15,3,3,0,9.0,5,2,6.0,3,0,1,100217
29,Yes,Travel_Rarely,992,Research and Development,1,3,Technical Degree,300,3,Male,85,3,1,Research Scientist,3,Single,2058.0,19757,0,No,14,3,4,0,7.0,1,2,6.0,2,1,5,100218
45,No,Non-Travel,1052,Sales,6,3,Life Sciences,302,4,Female,57,2,3,Sales Executive,4,Single,8865.0,16840,6,No,12,3,4,0,23.0,2,3,19.0,7,12,8,100219
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,303,4,Female,52,3,2,Sales Executive,1,Married,5940.0,17011,2,No,14,3,4,1,16.0,4,3,6.0,2,0,5,100220
36,No,Travel_Rarely,1396,Research and Development,5,2,Life Sciences,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914.0,9945,8,No,16,3,4,0,16.0,3,4,13.0,11,3,7,100221
33,No,Travel_Rarely,147,Research and Development,4,4,Medical,305,3,Female,47,2,1,Research Scientist,2,Married,2622.0,13248,6,No,21,4,4,0,7.0,3,3,5.0,2,1,1,100222
37,No,Travel_Frequently,663,Research and Development,11,3,Other,306,2,Male,47,3,3,Research Director,4,Divorced,12185.0,10056,1,Yes,14,3,3,3,10.0,1,3,10.0,8,0,7,100223
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609.0,9647,0,No,12,3,3,2,17.0,6,2,16.0,10,5,13,100224
31,No,Non-Travel,979,Research and Development,1,4,Medical,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345.0,4381,0,No,12,3,4,1,6.0,2,3,5.0,4,1,4,100225
59,No,Travel_Rarely,142,Research and Development,3,3,Life Sciences,309,3,Male,70,2,1,Research Scientist,4,Married,2177.0,8456,3,No,17,3,1,1,7.0,6,3,1.0,0,0,0,100226
37,No,Travel_Frequently,319,Sales,4,4,Marketing,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793.0,2539,4,No,17,3,3,1,13.0,2,3,9.0,8,5,8,100227
29,No,Travel_Frequently,1413,Sales,1,1,Medical,312,2,Female,42,3,3,Sales Executive,4,Married,7918.0,6599,1,No,14,3,4,1,11.0,5,3,11.0,10,4,1,100228
35,No,Travel_Frequently,944,Sales,1,3,Marketing,314,3,Female,92,3,3,Sales Executive,3,Single,4945.5,9096,1,No,14,3,1,0,10.0,3,4,10.0,7,0,8,100229
29,Yes,Travel_Rarely,896,Research and Development,18,1,Medical,315,3,Male,86,2,1,Research Scientist,4,Single,2389.0,14961,1,Yes,13,3,3,0,4.0,3,2,4.0,3,0,1,100230
52,No,Travel_Rarely,1323,Research and Development,2,3,Life Sciences,316,3,Female,89,2,1,Laboratory Technician,4,Single,3212.0,3300,7,No,15,3,2,0,6.0,3,2,2.0,2,2,2,100231
42,No,Travel_Rarely,532,Research and Development,4,2,Technical Degree,319,3,Male,58,3,5,Manager,4,Married,16790.5,4933,1,No,11,3,4,0,22.0,3,3,22.0,17,11,15,100232
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,321,2,Male,52,3,1,Human Resources,3,Married,2267.0,25657,8,No,17,3,4,0,7.0,2,2,2.0,2,2,2,100233
50,No,Travel_Rarely,854,Sales,1,4,Medical,323,4,Female,68,3,5,Manager,4,Divorced,16790.5,24118,3,No,11,3,3,1,32.0,3,2,7.0,0,0,6,100234
33,Yes,Travel_Rarely,813,Research and Development,14,3,Medical,325,3,Male,58,3,1,Laboratory Technician,4,Married,2436.0,22149,5,Yes,13,3,3,1,8.0,2,1,5.0,4,0,4,100235
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,327,4,Female,80,3,4,Manager,4,Married,4945.5,7744,5,Yes,22,4,3,1,22.0,3,3,17.0,13,1,9,100236
33,Yes,Travel_Rarely,465,Research and Development,2,2,Life Sciences,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707.0,21509,7,No,20,4,1,0,13.0,3,4,9.0,7,1,7,100237
52,No,Non-Travel,771,Sales,2,4,Life Sciences,329,1,Male,79,2,5,Manager,3,Single,16790.5,21030,1,Yes,18,3,4,0,33.0,2,4,33.0,7,15,12,100238
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,330,3,Female,56,3,1,Sales Representative,2,Married,3931.0,20990,2,No,11,3,1,1,6.0,5,3,4.0,3,1,2,100239
32,Yes,Travel_Rarely,515,Research and Development,1,3,Life Sciences,331,4,Male,62,2,1,Laboratory Technician,3,Single,3730.0,9571,0,Yes,14,3,4,0,4.0,2,1,3.0,2,1,2,100240
39,No,Travel_Rarely,1431,Research and Development,1,4,Medical,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,4945.5,15417,7,No,14,3,3,3,7.0,1,3,3.0,2,1,2,100241
32,No,Non-Travel,976,Sales,26,4,Marketing,333,3,Male,100,3,2,Sales Executive,4,Married,4465.0,12069,0,No,18,3,1,0,4.0,2,3,3.0,2,2,2,100242
41,No,Travel_Rarely,1411,Research and Development,19,2,Life Sciences,334,3,Male,36,3,2,Research Scientist,1,Divorced,3072.0,19877,2,No,16,3,1,2,17.0,2,2,1.0,0,0,0,100258
40,No,Travel_Rarely,1300,Research and Development,24,2,Technical Degree,335,1,Male,62,3,2,Research Scientist,4,Divorced,3319.0,24447,1,No,17,3,1,2,9.0,3,3,9.0,8,4,7,100244
45,No,Travel_Rarely,252,Research and Development,1,3,Other,336,3,Male,70,4,5,Manager,4,Married,16790.5,15970,0,No,11,3,3,1,10.0,2,3,24.0,0,1,7,100245
31,No,Travel_Frequently,1327,Research and Development,3,4,Medical,337,2,Male,73,3,3,Research Director,3,Divorced,13675.0,13523,9,No,12,3,1,1,9.0,3,3,2.0,2,2,2,100246
33,No,Travel_Rarely,832,Research and Development,5,4,Life Sciences,338,3,Female,63,2,1,Research Scientist,4,Married,2911.0,14776,1,No,13,3,3,1,2.0,2,2,2.0,2,0,2,100247
34,No,Travel_Rarely,470,Research and Development,2,4,Life Sciences,339,4,Male,84,2,2,Manufacturing Director,1,Married,5957.0,23687,6,No,13,3,2,1,13.0,3,3,11.0,9,5,9,100248
37,No,Travel_Rarely,1017,Research and Development,1,2,Medical,340,3,Female,83,2,1,Research Scientist,1,Married,3920.0,18697,2,No,14,3,1,1,17.0,2,2,5.0,1,0,2,100249
45,No,Travel_Frequently,1199,Research and Development,7,4,Life Sciences,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434.0,5118,4,No,17,3,4,1,9.0,1,3,3.0,2,0,2,100250
37,Yes,Travel_Frequently,504,Research and Development,10,3,Medical,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048.0,22573,6,No,11,3,2,2,17.0,5,3,1.0,0,0,0,100251
39,No,Travel_Frequently,505,Research and Development,2,4,Technical Degree,343,3,Female,64,3,3,Healthcare Representative,3,Single,10938.0,6420,0,No,25,4,4,0,20.0,1,3,19.0,6,11,8,100252
29,No,Travel_Rarely,665,Research and Development,15,3,Life Sciences,346,3,Male,60,3,1,Research Scientist,4,Single,2340.0,22673,1,No,19,3,1,0,6.0,1,3,6.0,5,1,5,100253
42,No,Travel_Rarely,916,Research and Development,17,2,Life Sciences,347,4,Female,82,4,2,Research Scientist,1,Single,4945.5,23016,3,Yes,13,3,3,0,10.0,1,3,3.0,2,0,2,100254
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,349,4,Male,45,3,2,Sales Executive,4,Divorced,6931.0,10732,2,No,14,3,4,1,10.0,2,3,3.0,2,0,2,100255
25,No,Travel_Rarely,685,Research and Development,1,3,Life Sciences,350,1,Female,62,3,2,Manufacturing Director,3,Married,4898.0,7505,0,No,12,3,4,2,5.0,3,3,4.0,2,1,2,100256
42,No,Travel_Rarely,269,Research and Development,2,3,Medical,351,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593.0,8007,0,Yes,11,3,3,1,10.0,4,3,9.0,6,7,8,100257
40,No,Travel_Rarely,1416,Research and Development,2,2,Medical,352,1,Male,49,3,5,Research Director,3,Divorced,4945.5,5949,0,No,19,3,4,1,22.0,5,3,21.0,7,3,9,100258
51,No,Travel_Rarely,833,Research and Development,1,3,Life Sciences,353,3,Male,96,3,1,Research Scientist,4,Married,2723.0,23231,1,No,11,3,2,0,1.0,0,2,1.0,0,0,0,100259
31,Yes,Travel_Frequently,307,Research and Development,29,2,Medical,355,3,Male,71,2,1,Laboratory Technician,2,Single,4945.5,11652,0,No,11,3,2,0,6.0,2,4,5.0,4,1,4,100260
32,No,Travel_Frequently,1311,Research and Development,7,3,Life Sciences,359,2,Male,100,4,1,Laboratory Technician,2,Married,2794.0,26062,1,No,20,4,3,0,5.0,3,1,5.0,1,0,3,100261
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,361,4,Male,39,2,2,Sales Executive,4,Married,5249.0,19682,3,No,18,3,4,1,13.0,0,3,8.0,7,7,5,100262
32,No,Travel_Rarely,128,Research and Development,2,1,Technical Degree,362,4,Male,84,2,2,Laboratory Technician,1,Single,2176.0,19737,4,No,13,3,4,0,9.0,5,3,6.0,2,0,4,100263
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,363,3,Female,75,1,4,Manager,2,Married,16790.5,14977,3,Yes,12,3,2,1,28.0,2,2,5.0,7,7,7,100264
28,Yes,Travel_Rarely,529,Research and Development,2,4,Life Sciences,364,1,Male,79,3,1,Laboratory Technician,3,Single,3485.0,14935,2,No,11,3,3,0,5.0,5,1,0.0,0,0,0,100265
29,No,Travel_Rarely,1210,Sales,2,3,Medical,366,1,Male,78,2,2,Sales Executive,2,Married,6644.0,3687,2,No,19,3,2,2,10.0,2,3,0.0,0,0,0,100266
31,No,Travel_Rarely,1463,Research and Development,23,3,Medical,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582.0,14408,0,No,21,4,2,1,10.0,2,3,9.0,0,7,8,100267
25,No,Non-Travel,675,Research and Development,5,2,Life Sciences,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000.0,18384,1,No,12,3,4,2,6.0,2,3,6.0,3,1,5,100268
45,No,Travel_Rarely,1385,Research and Development,20,2,Medical,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496.0,7501,0,Yes,14,3,2,0,21.0,2,3,20.0,7,4,10,100269
36,No,Travel_Rarely,1403,Research and Development,6,3,Life Sciences,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210.0,20251,0,No,11,3,3,1,10.0,4,3,15.0,13,10,11,100270
55,No,Travel_Rarely,452,Research and Development,1,3,Medical,374,4,Male,81,3,5,Manager,1,Single,16790.5,18938,0,Yes,14,3,3,0,37.0,2,3,36.0,10,4,13,100271
36,Yes,Non-Travel,666,Research and Development,29,4,Life Sciences,376,1,Male,88,3,3,Manager,2,Married,11849.0,10268,1,Yes,12,3,4,1,10.0,2,2,10.0,7,9,9,100272
28,No,Travel_Rarely,1158,Research and Development,9,3,Medical,377,4,Male,94,3,1,Research Scientist,4,Married,2070.0,2613,1,No,23,4,4,1,5.0,3,2,5.0,2,0,4,100273
37,No,Travel_Rarely,228,Sales,6,4,Medical,378,3,Male,98,3,2,Sales Executive,4,Married,16790.5,22825,4,No,14,3,2,1,7.0,5,4,5.0,4,0,1,100274
21,No,Travel_Rarely,996,Research and Development,3,2,Medical,379,4,Male,100,2,1,Research Scientist,3,Single,3230.0,10531,1,No,17,3,1,0,3.0,4,4,3.0,2,1,0,100275
