Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID,IncomePerWorkingYear,ExperienceLevel,PromotionRate,TenureGroup,HighIncomeIndicator
25,No,Travel_Rarely,1280,Research and Development,7,1,Medical,143,4,Male,64,2,1,Research Scientist,4,Married,16790.5,26897,1,No,11,3,3,2,2.0,2,3,2.0,2,2,1,100109,5596.833333333333,Junior,0.6666666666666666,1–3 Years,1
22,No,Travel_Rarely,534,Research and Development,15,3,Medical,144,2,Female,59,3,1,Laboratory Technician,4,Single,4945.5,23785,1,No,15,3,3,0,1.0,5,3,0.0,0,0,0,100110,2472.75,Junior,0.0,0–1 Years,0
51,No,Travel_Frequently,1456,Research and Development,1,4,Medical,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484.0,25796,3,No,20,4,3,0,23.0,1,2,13.0,12,12,8,100111,311.8333333333333,Senior,0.8571428571428571,5+ Years,1
36,Yes,Travel_Frequently,658,Research and Development,7,3,Life Sciences,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074.0,22887,1,Yes,24,4,4,0,9.0,3,3,9.0,7,0,6,100112,607.4,Mid,0.0,5+ Years,1
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,148,4,Female,30,4,4,Manager,4,Single,16790.5,13871,2,Yes,12,3,3,0,23.0,3,3,5.0,3,4,4,100113,699.6041666666666,Senior,0.6666666666666666,3–5 Years,1
24,No,Travel_Rarely,1127,Research and Development,18,1,Life Sciences,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774.0,13257,0,No,12,3,3,1,6.0,2,3,5.0,3,1,2,100114,396.2857142857143,Mid,0.16666666666666666,3–5 Years,0
34,No,Travel_Rarely,1031,Research and Development,6,4,Life Sciences,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505.0,15000,6,No,15,3,3,1,12.0,3,3,1.0,0,0,0,100115,346.53846153846155,Senior,0.0,0–1 Years,0
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,152,3,Male,87,3,3,Sales Executive,4,Single,7428.0,14506,2,No,12,3,1,0,10.0,3,3,5.0,3,1,3,100116,675.2727272727273,Mid,0.16666666666666666,3–5 Years,1
34,No,Travel_Rarely,1354,Research and Development,5,3,Medical,153,3,Female,45,2,3,Manager,1,Single,11631.0,5615,2,No,12,3,4,0,10.0,6,3,11.0,10,5,8,100117,1057.3636363636363,Mid,0.4166666666666667,5+ Years,1
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,154,2,Female,92,3,3,Sales Executive,4,Married,9738.0,22952,0,No,14,3,3,1,10.0,6,3,9.0,7,2,8,100118,885.2727272727273,Mid,0.2,5+ Years,1
36,No,Travel_Rarely,922,Research and Development,3,2,Life Sciences,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835.0,2561,5,No,22,4,1,1,7.0,2,3,1.0,0,0,0,100119,354.375,Mid,0.0,0–1 Years,0
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,158,3,Male,92,3,4,Manager,4,Married,16790.5,19494,1,Yes,12,3,4,2,25.0,3,4,25.0,12,4,12,100120,645.7884615384615,Senior,0.15384615384615385,5+ Years,1
30,No,Travel_Frequently,1312,Research and Development,23,3,Life Sciences,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613.0,22310,1,No,25,4,3,3,10.0,2,2,10.0,7,0,9,100121,237.54545454545453,Mid,0.0,5+ Years,0
33,No,Non-Travel,750,Sales,22,2,Marketing,160,3,Male,95,3,2,Sales Executive,2,Married,6146.0,15480,0,No,13,3,1,1,8.0,2,4,7.0,7,0,7,100122,682.8888888888889,Mid,0.0,5+ Years,1
56,Yes,Travel_Rarely,441,Research and Development,14,4,Life Sciences,161,2,Female,72,3,1,Research Scientist,2,Married,4963.0,4510,9,Yes,18,3,1,3,7.0,2,3,5.0,4,4,3,100123,620.375,Mid,0.6666666666666666,3–5 Years,1
51,No,Travel_Rarely,684,Research and Development,6,3,Life Sciences,162,1,Male,51,3,5,Research Director,3,Single,16790.5,6462,7,No,13,3,3,0,23.0,5,3,20.0,18,15,15,100124,699.6041666666666,Senior,0.7142857142857143,5+ Years,1
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,163,2,Male,76,1,2,Sales Executive,3,Married,6172.0,20739,4,Yes,18,3,2,0,12.0,3,2,7.0,7,7,7,100125,474.7692307692308,Senior,0.875,5+ Years,1
26,No,Travel_Rarely,841,Research and Development,6,3,Other,164,3,Female,46,2,1,Research Scientist,2,Married,4945.5,23300,1,No,19,3,3,0,5.0,3,2,5.0,4,4,3,100126,824.25,Mid,0.6666666666666666,3–5 Years,0
58,Yes,Travel_Rarely,147,Research and Development,23,4,Medical,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312.0,3465,1,No,12,3,4,1,40.0,3,2,40.0,10,15,6,100127,251.5121951219512,Senior,0.36585365853658536,5+ Years,1
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,167,4,Male,50,3,1,Sales Representative,3,Single,1675.0,26820,1,Yes,19,3,4,0,0.0,2,2,0.0,0,0,0,100128,1675.0,Junior,0.0,0–1 Years,0
22,No,Travel_Rarely,594,Research and Development,2,1,Technical Degree,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523.0,19299,0,No,14,3,3,1,3.0,2,3,2.0,1,2,1,100129,630.75,Junior,0.6666666666666666,1–3 Years,0
49,No,Travel_Rarely,470,Research and Development,20,4,Medical,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567.0,5549,1,No,14,3,3,0,16.0,2,2,15.0,11,5,11,100130,386.29411764705884,Senior,0.3125,5+ Years,1
43,No,Travel_Frequently,957,Research and Development,28,3,Medical,171,2,Female,72,4,1,Research Scientist,3,Single,4739.0,16090,4,No,12,3,4,0,18.0,2,3,3.0,2,1,2,100131,249.42105263157896,Senior,0.25,1–3 Years,0
50,No,Travel_Frequently,809,Sales,12,3,Marketing,174,3,Female,77,3,3,Sales Executive,4,Single,9208.0,6645,4,No,11,3,4,0,16.0,3,3,2.0,2,2,1,100132,541.6470588235294,Senior,0.6666666666666666,1–3 Years,1
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,175,2,Female,71,1,2,Sales Executive,3,Married,4559.0,24788,3,Yes,11,3,3,1,4.0,2,3,2.0,2,2,2,100133,911.8,Mid,0.6666666666666666,1–3 Years,0
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,176,3,Male,96,3,3,Sales Executive,3,Divorced,4945.5,21196,3,Yes,13,3,3,1,12.0,2,3,5.0,7,0,7,100134,380.4230769230769,Senior,0.0,3–5 Years,0
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,177,3,Female,61,3,1,Human Resources,3,Married,2942.0,8916,1,No,23,4,4,1,8.0,3,3,8.0,7,5,7,100135,326.8888888888889,Mid,0.5555555555555556,5+ Years,0
36,No,Travel_Rarely,216,Research and Development,6,2,Medical,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941.0,2819,6,No,20,4,4,2,7.0,0,3,3.0,2,0,1,100136,617.625,Mid,0.0,1–3 Years,0
51,Yes,Travel_Frequently,1150,Research and Development,8,4,Life Sciences,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650.0,25150,2,No,15,3,4,0,18.0,2,3,5.0,2,0,3,100137,560.5263157894736,Senior,0.0,3–5 Years,1
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,182,4,Female,47,2,2,Sales Executive,3,Married,5902.0,14590,4,No,14,3,3,1,10.0,1,4,15.0,11,5,9,100138,536.5454545454545,Mid,0.3125,5+ Years,1
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,183,1,Male,41,2,2,Sales Executive,3,Married,8639.0,24835,2,No,18,3,4,0,6.0,3,3,2.0,2,2,2,100139,1234.142857142857,Mid,0.6666666666666666,1–3 Years,1
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,184,3,Male,48,3,2,Human Resources,4,Married,16790.5,13982,0,Yes,19,3,4,0,12.0,2,1,11.0,9,4,7,100140,1291.576923076923,Senior,0.3333333333333333,5+ Years,1
32,Yes,Travel_Rarely,1033,Research and Development,9,3,Medical,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200.0,10224,7,No,22,4,1,0,10.0,2,4,5.0,4,0,4,100141,381.8181818181818,Mid,0.0,3–5 Years,0
45,No,Travel_Rarely,1316,Research and Development,29,3,Medical,192,3,Male,83,3,1,Research Scientist,4,Single,3452.0,9752,5,No,13,3,2,0,9.0,2,2,6.0,5,0,3,100142,345.2,Mid,0.0,5+ Years,0
38,No,Travel_Rarely,364,Research and Development,3,5,Technical Degree,193,4,Female,32,3,2,Research Scientist,3,Single,4317.0,2302,3,Yes,20,4,2,0,19.0,2,3,3.0,2,2,2,100143,215.85,Senior,0.5,1–3 Years,0
30,No,Travel_Rarely,438,Research and Development,18,3,Life Sciences,194,1,Female,75,3,1,Research Scientist,3,Single,2632.0,23910,1,No,14,3,3,0,5.0,4,2,5.0,4,0,4,100144,438.6666666666667,Mid,0.0,3–5 Years,0
32,No,Travel_Frequently,689,Sales,9,2,Medical,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668.0,22812,0,No,17,3,4,3,9.0,2,4,8.0,7,0,7,100145,466.8,Mid,0.0,5+ Years,0
36,No,Travel_Rarely,201,Research and Development,5,3,Technical Degree,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204.0,10415,5,No,14,3,4,1,8.0,3,3,3.0,2,2,2,100146,356.0,Mid,0.5,1–3 Years,0
30,No,Travel_Rarely,1427,Research and Development,2,1,Medical,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720.0,11162,0,No,13,3,4,0,6.0,3,3,5.0,3,1,2,100147,388.57142857142856,Mid,0.16666666666666666,3–5 Years,0
41,No,Travel_Frequently,857,Research and Development,10,3,Life Sciences,199,4,Male,91,2,4,Manager,1,Divorced,16790.5,12888,4,No,13,3,2,1,21.0,2,2,7.0,6,7,7,100148,763.2045454545455,Senior,0.875,5+ Years,1
41,No,Travel_Rarely,933,Research and Development,9,4,Life Sciences,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238.0,6961,2,No,21,4,4,1,7.0,2,3,5.0,0,1,4,100149,279.75,Mid,0.16666666666666666,3–5 Years,0
19,No,Travel_Rarely,1181,Research and Development,3,1,Medical,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483.0,16102,1,No,14,3,4,0,1.0,3,3,1.0,0,0,0,100150,741.5,Junior,0.0,0–1 Years,0
40,No,Travel_Frequently,1395,Research and Development,26,3,Medical,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605.0,8504,1,No,11,3,1,1,10.0,2,3,20.0,7,2,13,100151,509.54545454545456,Mid,0.09523809523809523,5+ Years,1
35,No,Travel_Rarely,662,Sales,1,5,Marketing,204,3,Male,94,3,3,Sales Executive,2,Married,7295.0,11439,1,No,13,3,1,2,10.0,3,3,10.0,8,0,6,100152,663.1818181818181,Mid,0.0,5+ Years,1
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,205,2,Male,34,3,2,Sales Representative,3,Married,4945.5,16047,2,Yes,20,4,4,1,13.0,3,1,7.0,7,4,5,100153,353.25,Senior,0.5,5+ Years,0
45,No,Travel_Rarely,194,Research and Development,9,3,Life Sciences,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348.0,10901,8,No,18,3,3,1,20.0,2,1,17.0,9,0,15,100154,111.80952380952381,Senior,0.0,5+ Years,0
32,No,Travel_Frequently,967,Sales,8,3,Marketing,207,2,Female,43,3,3,Sales Executive,4,Single,8998.0,15589,1,No,14,3,4,0,9.0,2,3,9.0,8,3,7,100155,899.8,Mid,0.3,5+ Years,1
29,No,Non-Travel,1496,Research and Development,1,1,Technical Degree,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319.0,26283,1,No,13,3,1,1,10.0,1,3,10.0,7,0,9,100156,392.6363636363636,Mid,0.0,5+ Years,0
51,No,Travel_Rarely,1169,Research and Development,7,4,Medical,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132.0,13983,2,No,17,3,3,0,10.0,2,3,1.0,0,0,0,100157,557.4545454545455,Mid,0.0,0–1 Years,1
58,No,Travel_Rarely,1145,Research and Development,9,3,Medical,214,2,Female,75,2,1,Research Scientist,2,Married,3346.0,11873,4,Yes,20,4,2,1,9.0,3,2,1.0,0,0,0,100158,334.6,Mid,0.0,0–1 Years,0
40,No,Travel_Rarely,630,Sales,4,4,Marketing,215,3,Male,67,2,3,Sales Executive,4,Married,10855.0,8552,7,No,11,3,1,1,15.0,2,2,12.0,11,2,11,100159,678.4375,Senior,0.15384615384615385,5+ Years,1
34,No,Travel_Frequently,303,Sales,2,4,Marketing,216,3,Female,75,3,1,Sales Representative,3,Married,2231.0,11314,6,No,18,3,4,1,6.0,3,3,4.0,3,1,2,100160,318.7142857142857,Mid,0.2,3–5 Years,0
36,No,Travel_Rarely,1256,Research and Development,19,1,Medical,217,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1,No,24,4,1,2,2.0,6,3,2.0,2,2,2,100161,774.3333333333334,Junior,0.6666666666666666,1–3 Years,0
27,No,Non-Travel,691,Research and Development,9,3,Medical,218,4,Male,57,3,1,Research Scientist,2,Divorced,4945.5,5970,6,No,18,3,4,1,6.0,1,1,2.0,2,2,2,100162,706.5,Mid,0.6666666666666666,1–3 Years,0
28,No,Travel_Rarely,440,Research and Development,21,3,Medical,221,3,Male,42,3,1,Research Scientist,4,Married,2713.0,6672,1,No,11,3,3,1,5.0,2,1,5.0,2,0,2,100163,452.1666666666667,Mid,0.0,3–5 Years,0
57,No,Travel_Rarely,334,Research and Development,24,2,Life Sciences,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439.0,23402,3,Yes,16,3,2,1,12.0,2,1,5.0,3,1,4,100164,726.0769230769231,Senior,0.16666666666666666,3–5 Years,1
27,No,Non-Travel,1450,Research and Development,3,3,Medical,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566.0,25326,1,Yes,15,3,4,1,1.0,2,2,1.0,1,0,1,100165,1283.0,Junior,0.0,0–1 Years,0
50,No,Travel_Rarely,1452,Research and Development,11,3,Life Sciences,226,3,Female,53,3,5,Manager,2,Single,16790.5,17053,3,No,15,3,2,0,21.0,5,3,5.0,4,4,4,100166,763.2045454545455,Senior,0.6666666666666666,3–5 Years,1
41,No,Travel_Rarely,465,Research and Development,14,3,Life Sciences,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451.0,4609,4,No,12,3,1,1,13.0,2,3,9.0,8,1,8,100167,175.07142857142858,Senior,0.1,5+ Years,0
36,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,228,2,Female,41,3,3,Sales Executive,4,Married,9419.0,8053,2,No,12,3,3,1,12.0,2,3,10.0,9,7,4,100168,724.5384615384615,Senior,0.6363636363636364,5+ Years,1
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,230,1,Female,59,2,2,Sales Executive,4,Single,8686.0,12930,4,No,22,4,3,0,12.0,2,4,8.0,3,0,7,100169,668.1538461538462,Senior,0.0,5+ Years,1
36,No,Travel_Rarely,120,Research and Development,6,5,Life Sciences,231,3,Male,43,3,1,Research Scientist,3,Single,3038.0,12430,3,No,20,4,1,0,8.0,2,3,5.0,4,1,4,100170,337.55555555555554,Mid,0.16666666666666666,3–5 Years,0
27,No,Travel_Rarely,1157,Research and Development,17,3,Technical Degree,233,3,Male,51,3,1,Research Scientist,2,Married,3058.0,13364,0,Yes,16,3,4,1,6.0,3,2,5.0,2,1,1,100171,436.85714285714283,Mid,0.16666666666666666,3–5 Years,0
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,235,3,Female,100,1,1,Sales Representative,1,Single,2325.0,20989,0,No,21,4,1,0,1.0,5,4,0.0,0,0,0,100172,1162.5,Junior,0.0,0–1 Years,0
36,No,Travel_Frequently,1480,Research and Development,3,2,Medical,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088.0,15062,4,No,12,3,3,0,13.0,3,2,8.0,7,7,2,100173,149.14285714285714,Senior,0.7777777777777778,5+ Years,0
30,No,Non-Travel,111,Research and Development,9,3,Medical,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072.0,11012,1,No,11,3,3,2,12.0,4,3,12.0,9,6,10,100174,236.30769230769232,Senior,0.46153846153846156,5+ Years,0
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,240,3,Female,30,3,2,Sales Executive,1,Divorced,4945.5,6319,4,Yes,11,3,1,1,9.0,3,4,5.0,4,0,3,100175,494.55,Mid,0.0,3–5 Years,0
56,No,Travel_Rarely,713,Research and Development,8,3,Life Sciences,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257.0,13939,4,Yes,18,3,3,1,19.0,3,3,2.0,2,2,2,100176,212.85,Senior,0.6666666666666666,1–3 Years,0
33,No,Travel_Rarely,134,Research and Development,2,3,Life Sciences,242,3,Male,90,3,1,Research Scientist,4,Single,2500.0,10515,0,No,14,3,1,0,4.0,2,4,3.0,1,0,2,100177,500.0,Mid,0.0,1–3 Years,0
19,Yes,Travel_Rarely,303,Research and Development,2,3,Life Sciences,243,2,Male,47,2,1,,4,Single,1102.0,9241,1,No,22,4,3,0,1.0,3,2,1.0,0,1,0,100178,551.0,Junior,0.5,0–1 Years,0
46,No,Travel_Rarely,526,Sales,1,2,Marketing,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453.0,2137,1,No,25,4,3,3,24.0,2,3,24.0,13,15,7,100179,418.12,Senior,0.6,5+ Years,1
38,No,Travel_Rarely,1380,Research and Development,32,2,Life Sciences,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288.0,6319,1,No,12,3,3,0,2.0,3,3,2.0,2,2,1,100180,762.6666666666666,Junior,0.6666666666666666,1–3 Years,0
31,No,Travel_Rarely,140,Research and Development,12,1,Medical,246,3,Female,95,3,1,Research Scientist,4,Married,3929.0,6984,8,Yes,23,4,3,1,7.0,0,3,4.0,2,0,2,100181,491.125,Mid,0.0,3–5 Years,0
34,No,Travel_Rarely,629,Research and Development,27,2,Medical,247,4,Female,95,3,1,Research Scientist,2,Single,2311.0,5711,2,No,15,3,4,0,9.0,3,3,3.0,2,1,2,100182,231.1,Mid,0.25,1–3 Years,0
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,248,2,Female,70,3,1,Sales Representative,2,Single,3140.0,21728,1,Yes,22,4,4,0,4.0,5,2,4.0,3,0,2,100183,628.0,Mid,0.0,3–5 Years,0
50,No,Travel_Rarely,328,Research and Development,1,3,Medical,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690.0,3425,2,No,15,3,4,1,5.0,2,2,3.0,2,0,2,100184,615.0,Mid,0.0,1–3 Years,0
53,No,Travel_Rarely,1084,Research and Development,13,2,Medical,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450.0,26250,1,No,11,3,3,2,5.0,3,3,4.0,2,1,3,100185,741.6666666666666,Mid,0.2,3–5 Years,0
33,No,Travel_Rarely,931,Research and Development,14,3,Medical,252,4,Female,72,3,1,Research Scientist,2,Married,2756.0,4673,1,No,13,3,4,1,8.0,5,3,8.0,7,1,6,100186,306.22222222222223,Mid,0.1111111111111111,5+ Years,0
40,No,Travel_Rarely,989,Research and Development,4,1,Medical,253,4,Female,46,3,5,Manager,3,Married,16790.5,6499,1,No,14,3,2,1,21.0,2,3,20.0,8,9,9,100187,763.2045454545455,Senior,0.42857142857142855,5+ Years,1
55,No,Travel_Rarely,692,Research and Development,14,4,Medical,254,3,Male,61,4,5,Research Director,2,Single,16790.5,13339,8,No,11,3,4,0,36.0,3,3,24.0,15,2,15,100188,453.7972972972973,Senior,0.08,5+ Years,1
34,No,Travel_Frequently,1069,Research and Development,2,1,Life Sciences,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547.0,14074,1,No,17,3,3,0,10.0,2,2,10.0,9,1,9,100189,867.9090909090909,Mid,0.09090909090909091,5+ Years,1
51,No,Travel_Rarely,313,Research and Development,3,3,Medical,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734.0,7192,3,No,18,3,3,0,10.0,6,3,7.0,7,1,0,100190,1248.5454545454545,Mid,0.125,5+ Years,1
52,No,Travel_Rarely,699,Research and Development,1,4,Life Sciences,259,3,Male,65,2,5,Manager,3,Married,16790.5,5678,0,No,14,3,1,1,34.0,5,3,33.0,18,11,9,100191,479.72857142857146,Senior,0.3235294117647059,5+ Years,1
27,No,Travel_Rarely,894,Research and Development,9,3,Medical,260,4,Female,99,3,1,Research Scientist,2,Single,2279.0,11781,1,No,16,3,4,0,7.0,2,2,7.0,7,0,3,100192,284.875,Mid,0.0,5+ Years,0
35,Yes,Travel_Rarely,556,Research and Development,23,2,Life Sciences,261,2,Male,50,2,2,Manufacturing Director,3,Married,4945.5,15497,3,Yes,13,3,1,0,8.0,1,3,1.0,0,0,1,100193,549.5,Mid,0.0,0–1 Years,0
43,No,Non-Travel,1344,Research and Development,7,3,Medical,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089.0,5228,4,No,14,3,4,3,7.0,3,4,5.0,4,2,2,100194,261.125,Mid,0.3333333333333333,3–5 Years,0
45,No,Non-Travel,1195,Research and Development,2,2,Medical,264,1,Male,65,2,4,Manager,4,Married,16790.5,20462,9,No,23,4,4,1,22.0,1,3,20.0,8,11,8,100195,730.0217391304348,Senior,0.5238095238095238,5+ Years,1
37,No,Travel_Rarely,290,Research and Development,21,3,Life Sciences,267,2,Male,65,4,1,Research Scientist,1,Married,3564.0,22977,1,Yes,12,3,1,1,8.0,3,2,8.0,7,1,7,100196,396.0,Mid,0.1111111111111111,5+ Years,0
35,No,Travel_Frequently,138,Research and Development,2,3,Medical,269,2,Female,37,3,2,Laboratory Technician,2,Single,4945.5,15986,5,No,11,3,4,0,10.0,5,3,6.0,2,1,2,100197,449.59090909090907,Mid,0.14285714285714285,5+ Years,0
42,No,Non-Travel,926,Research and Development,21,2,Medical,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265.0,16439,2,No,16,3,2,1,11.0,5,3,5.0,3,0,2,100198,438.75,Senior,0.0,3–5 Years,1
38,No,Travel_Rarely,1261,Research and Development,2,4,Life Sciences,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553.0,7259,9,No,14,3,2,0,14.0,3,3,1.0,0,0,0,100199,436.8666666666667,Senior,0.0,0–1 Years,1
38,No,Travel_Rarely,1084,Research and Development,29,3,Technical Degree,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261.0,4185,3,No,18,3,1,1,9.0,3,1,7.0,7,1,7,100200,626.1,Mid,0.125,5+ Years,1
27,No,Travel_Frequently,472,Research and Development,1,1,Technical Degree,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298.0,9679,5,No,19,3,3,1,6.0,1,3,2.0,2,2,0,100201,614.0,Mid,0.6666666666666666,1–3 Years,0
49,No,Non-Travel,1002,Research and Development,18,4,Life Sciences,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1,Yes,15,3,1,2,7.0,0,3,7.0,7,1,7,100202,850.5,Mid,0.125,5+ Years,1
34,No,Travel_Frequently,878,Research and Development,10,4,Medical,277,4,Male,43,3,1,Research Scientist,3,Divorced,3815.0,5972,1,Yes,17,3,4,1,5.0,4,4,5.0,3,2,0,100203,635.8333333333334,Mid,0.3333333333333333,3–5 Years,0
40,No,Travel_Rarely,905,Research and Development,19,2,Medical,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741.0,16523,8,Yes,15,3,3,1,15.0,2,4,7.0,2,3,7,100204,171.3125,Senior,0.375,5+ Years,0
38,Yes,Travel_Rarely,1180,Research and Development,29,1,Medical,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673.0,11354,7,Yes,19,3,2,0,17.0,2,3,1.0,0,0,0,100205,370.72222222222223,Senior,0.0,0–1 Years,1
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,283,2,Female,35,3,3,Sales Executive,4,Married,7639.0,24525,1,No,22,4,4,3,10.0,3,2,10.0,4,1,9,100206,694.4545454545455,Mid,0.09090909090909091,5+ Years,1
22,No,Travel_Rarely,1136,Research and Development,5,3,Life Sciences,284,4,Male,60,4,1,Research Scientist,2,Divorced,2328.0,12392,1,Yes,16,3,1,1,4.0,2,2,4.0,2,2,2,100207,465.6,Mid,0.4,3–5 Years,0
36,No,Travel_Frequently,635,Research and Development,18,1,Medical,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153.0,7703,1,No,13,3,1,0,8.0,2,3,8.0,1,1,7,100208,239.22222222222223,Mid,0.1111111111111111,5+ Years,0
40,No,Non-Travel,1151,Research and Development,9,5,Life Sciences,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876.0,14242,9,No,14,3,4,1,5.0,5,1,3.0,2,0,2,100209,812.6666666666666,Mid,0.0,1–3 Years,0
46,No,Travel_Rarely,644,Research and Development,1,4,Medical,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396.0,12368,7,No,16,3,3,1,17.0,3,3,4.0,2,0,3,100210,522.0,Senior,0.0,3–5 Years,1
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,291,4,Male,32,1,3,Sales Executive,4,Married,10400.0,25812,1,No,11,3,3,0,14.0,2,2,14.0,8,9,8,100211,693.3333333333334,Senior,0.6,5+ Years,1
30,No,Non-Travel,829,Research and Development,1,1,Life Sciences,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474.0,20925,1,No,22,4,3,0,12.0,2,3,11.0,8,5,8,100212,651.8461538461538,Senior,0.4166666666666667,5+ Years,1
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,293,4,Female,90,3,2,Sales Executive,3,Single,9981.0,12916,1,No,14,3,4,0,7.0,2,3,7.0,7,0,7,100213,1247.625,Mid,0.0,5+ Years,1
51,No,Travel_Rarely,1469,Research and Development,8,4,Life Sciences,296,2,Male,81,2,3,Research Director,2,Married,12490.0,15736,5,No,16,3,4,2,16.0,5,1,10.0,9,4,7,100214,734.7058823529412,Senior,0.36363636363636365,5+ Years,1
30,Yes,Travel_Rarely,1005,Research and Development,3,3,Technical Degree,297,4,Female,88,3,1,Research Scientist,1,Single,2657.0,8556,5,Yes,11,3,3,0,8.0,5,3,5.0,2,0,4,100215,295.22222222222223,Mid,0.0,3–5 Years,0
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,298,4,Female,75,3,3,Manager,4,Single,13591.0,14674,3,Yes,18,3,3,0,16.0,3,3,1.0,0,0,0,100216,799.4705882352941,Senior,0.0,0–1 Years,1
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,299,3,Female,52,2,2,Sales Executive,1,Single,4945.5,22967,5,No,15,3,3,0,9.0,5,2,6.0,3,0,1,100217,494.55,Mid,0.0,5+ Years,0
29,Yes,Travel_Rarely,992,Research and Development,1,3,Technical Degree,300,3,Male,85,3,1,Research Scientist,3,Single,2058.0,19757,0,No,14,3,4,0,7.0,1,2,6.0,2,1,5,100218,257.25,Mid,0.14285714285714285,5+ Years,0
